Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,National,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
15_610_0118_1_3_CA,ECI Professional - Art Therapist - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0118_1_3_NF,ECI Professional - Art Therapist - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0118_1_3_PT,ECI Professional - Art Therapist - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_610_0118_1_3_RR,ECI Professional - Art Therapist - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0118_1_3_TH,ECI Professional - Art Therapist - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0128_1_3,Therapy - Art Therapist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0128_1_3_CA,Therapy - Art Therapist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0128_1_3_NF,Therapy - Art Therapist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0128_1_3_PT,Therapy - Art Therapist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_610_0128_1_3_RR,Therapy - Art Therapist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_610_0128_1_3_TH,Therapy - Art Therapist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_611_0128_1_3,Therapy - Audiologist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_611_0128_1_3_CA,Therapy - Audiologist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_611_0128_1_3_NF,Therapy - Audiologist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_611_0128_1_3_PT,Therapy - Audiologist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_611_0128_1_3_RR,Therapy - Audiologist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_611_0128_1_3_TH,Therapy - Audiologist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0118_1_3,ECI Professional - Developmental educator - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0118_1_3_CA,ECI Professional - Developmental educator - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0118_1_3_NF,ECI Professional - Developmental educator - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0118_1_3_PT,ECI Professional - Developmental educator - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_613_0118_1_3_RR,ECI Professional - Developmental educator - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0118_1_3_TH,ECI Professional - Developmental educator - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0128_1_3,Therapy - Developmental Educator - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0128_1_3_CA,Therapy - Developmental Educator - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0128_1_3_NF,Therapy - Developmental Educator - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0128_1_3_PT,Therapy - Developmental Educator - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_613_0128_1_3_RR,Therapy - Developmental Educator - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_613_0128_1_3_TH,Therapy - Developmental Educator - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_615_0118_1_3,ECI Professional - Music Therapist - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0118_1_3_CA,ECI Professional - Music Therapist - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0118_1_3_NF,ECI Professional - Music Therapist - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0118_1_3_PT,ECI Professional - Music Therapist - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_615_0118_1_3_RR,ECI Professional - Music Therapist - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0118_1_3_TH,ECI Professional - Music Therapist - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0128_1_3,Therapy - Music Therapist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0128_1_3_CA,Therapy - Music Therapist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0128_1_3_NF,Therapy - Music Therapist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0128_1_3_PT,Therapy - Music Therapist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
15_615_0128_1_3_RR,Therapy - Music Therapist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_615_0128_1_3_TH,Therapy - Music Therapist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
15_617_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0118_1_3_CA,ECI Professional - Occupational Therapist - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0118_1_3_NF,ECI Professional - Occupational Therapist - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0118_1_3_PT,ECI Professional - Occupational Therapist - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_617_0118_1_3_RR,ECI Professional - Occupational Therapist - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0118_1_3_TH,ECI Professional - Occupational Therapist - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0128_1_3,Therapy - Occupational Therapist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0128_1_3_CA,Therapy - Occupational Therapist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0128_1_3_NF,Therapy - Occupational Therapist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0128_1_3_PT,Therapy - Occupational Therapist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_617_0128_1_3_RR,Therapy - Occupational Therapist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_617_0128_1_3_TH,Therapy - Occupational Therapist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_618_0128_1_3,Therapy - Orthoptist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_618_0128_1_3_CA,Therapy - Orthoptist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_618_0128_1_3_NF,Therapy - Orthoptist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_618_0128_1_3_PT,Therapy - Orthoptist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_618_0128_1_3_RR,Therapy - Orthoptist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_618_0128_1_3_TH,Therapy - Orthoptist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_619_0118_1_3,ECI Professional - Podiatrist - Direct Service,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0118_1_3_CA,ECI Professional - Podiatrist - Cancellation,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0118_1_3_NF,ECI Professional - Podiatrist - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0118_1_3_PT,ECI Professional - Podiatrist - Provider Travel,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,94.5,132.3,141.75,N,N,N,N,N,Priced Supports
15_619_0118_1_3_RR,ECI Professional - Podiatrist - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0118_1_3_TH,ECI Professional - Podiatrist - Telehealth,0118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0128_1_3,Therapy - Podiatrist - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0128_1_3_CA,Therapy - Podiatrist - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0128_1_3_NF,Therapy - Podiatrist - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0128_1_3_PT,Therapy - Podiatrist - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,94.5,132.3,141.75,N,N,N,N,N,Priced Supports
15_619_0128_1_3_RR,Therapy - Podiatrist - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_619_0128_1_3_TH,Therapy - Podiatrist - Telehealth,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,188.99,264.59,283.49,N,N,N,N,N,Priced Supports
15_620_0128_1_3,Therapy - Rehabilitation Counsellor - Direct Service,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_620_0128_1_3_CA,Therapy - Rehabilitation Counsellor - Cancellation,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_620_0128_1_3_NF,Therapy - Rehabilitation Counsellor - Non-Face-to-Face,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
15_620_0128_1_3_PT,Therapy - Rehabilitation Counsellor - Provider Travel,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,97.0,135.8,145.5,N,N,N,N,N,Priced Supports
15_620_0128_1_3_RR,Therapy - Rehabilitation Counsellor - NDIA Requested Reports,0128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20260701,99991231,193.99,271.59,290.99,N,N,N,N,N,Priced Supports
